brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ssd,hdd,os,os_bit,graphic_card_gb,Price,rating,Number of Ratings,Number of Reviews
0,0,2,3,2,5,2,1,1,3,170,2,0,0
0,0,2,3,2,5,2,1,1,3,226,3,3,0
5,0,2,3,2,5,2,1,1,1,227,3,21,3
1,0,2,3,2,5,2,1,1,1,145,2,4,0
1,0,2,1,2,2,3,1,1,1,228,2,0,0
1,0,2,1,2,2,3,1,1,1,229,2,0,0
2,0,2,3,2,1,1,1,1,1,38,2,0,0
2,0,2,3,2,1,1,1,1,1,125,2,253,28
5,0,2,3,2,1,1,1,1,1,57,2,470,46
2,0,2,5,2,1,1,1,1,2,156,3,118,28
0,0,2,1,2,1,1,1,1,1,125,3,1444,179
6,0,2,1,2,1,1,1,1,3,134,3,1114,137
1,0,2,4,2,1,1,1,2,2,75,2,0,0
1,0,2,7,2,1,1,1,1,1,230,2,78,17
1,0,2,5,2,1,1,1,1,3,231,3,21,5
2,0,2,5,2,1,1,1,1,2,138,3,73,21
5,0,2,3,2,1,1,1,2,1,232,2,0,0
0,0,2,1,2,1,1,1,1,1,231,2,0,0
2,0,2,5,2,1,1,1,1,1,233,2,0,0
0,0,2,5,2,1,1,1,1,1,234,2,0,0
0,0,2,1,2,1,1,1,1,1,235,2,0,0
5,0,2,3,2,1,1,1,2,1,164,2,0,0
0,0,2,1,2,1,1,1,1,2,236,2,0,0
6,0,2,1,2,1,3,2,2,4,237,3,7,3
6,0,2,1,2,1,3,2,2,4,238,3,715,106
6,0,2,1,2,1,3,2,2,5,225,3,24,5
4,0,2,5,2,1,1,1,1,2,145,3,23,4
4,0,2,5,2,1,1,1,1,1,239,3,3062,325
4,0,2,4,1,1,1,1,1,1,240,3,122,12
2,0,2,5,2,1,1,1,1,2,241,3,18,6
4,0,2,1,2,1,1,1,2,1,242,2,11,1
2,0,2,1,2,1,1,1,1,2,243,2,30,6
0,0,2,3,2,3,1,1,2,1,72,3,1188,127
0,0,2,1,2,3,1,1,1,3,123,3,23,0
2,0,2,3,2,3,1,1,1,1,136,3,32,1
0,0,2,3,2,3,1,1,1,1,134,2,0,0
5,0,2,3,2,3,1,1,1,1,136,3,47,0
2,0,2,3,2,3,1,1,1,1,231,3,27,2
2,0,2,3,2,3,1,1,1,1,77,2,8,3
5,0,2,3,2,3,1,1,1,2,244,2,157,20
0,0,2,3,3,3,1,1,1,1,145,3,10,1
1,0,2,3,2,3,1,1,1,2,10,3,52,4
0,0,2,3,2,3,1,1,1,2,245,3,33,4
0,0,2,6,2,3,1,1,1,3,246,3,343,47
1,0,2,6,2,3,1,1,1,3,155,3,131,17
5,0,2,3,1,3,1,1,1,1,247,3,41,4
0,0,2,3,3,3,1,1,1,1,145,3,328,51
0,0,2,3,3,3,1,1,1,1,164,3,6,1
5,0,2,3,2,3,1,1,1,1,62,2,353,28
4,0,2,3,2,3,1,1,1,3,141,3,127,20
5,0,2,3,2,3,1,1,1,2,248,2,0,0
1,0,2,3,2,3,1,1,1,2,140,3,241,19
0,0,2,3,2,3,1,1,1,1,38,2,22,2
5,0,2,3,2,3,1,1,1,1,164,3,8,1
1,0,2,1,2,3,1,1,1,3,249,3,898,128
0,0,2,1,2,3,1,1,2,2,164,4,1,1
0,0,2,3,2,3,1,1,1,1,145,2,0,0
5,0,2,3,2,3,1,1,1,2,161,2,6,1
5,0,2,1,2,3,1,1,1,3,250,3,179,34
5,0,2,3,2,3,1,1,1,2,251,2,41,5
5,0,2,3,2,3,1,1,1,1,138,2,0,0
5,0,2,3,2,3,1,1,1,1,164,3,114,9
1,0,2,1,2,3,1,1,1,3,252,3,268,25
0,0,2,3,2,3,1,1,1,1,253,4,6,1
5,0,2,3,2,3,1,1,1,2,254,3,153,16
2,0,2,3,3,3,1,1,1,1,244,2,8,0
5,0,2,5,2,1,4,1,1,2,255,3,377,53
6,0,2,1,2,1,3,2,2,5,256,2,0,0
5,0,5,5,3,3,2,1,1,3,170,3,120,21
3,0,5,5,2,3,2,1,1,1,189,2,0,0
0,0,5,1,3,2,2,1,1,1,136,3,76,9
0,0,5,1,2,2,2,1,1,3,138,3,11,2
6,0,5,1,3,2,2,1,1,3,157,3,484,56
1,0,5,1,2,2,2,1,1,3,171,3,44,2
1,0,5,3,3,2,2,1,1,1,211,3,77,10
1,0,5,3,3,2,2,1,1,3,191,3,11,3
0,0,5,3,2,2,2,1,1,1,172,3,21,5
1,0,5,3,2,2,2,1,1,3,157,3,5,2
4,0,5,3,3,2,2,1,1,3,257,4,4,0
0,0,5,3,3,2,2,1,1,1,258,2,0,0
1,0,5,3,3,2,2,1,1,1,168,3,13,2
6,0,5,1,2,2,2,1,1,1,136,3,15,0
4,0,5,3,3,2,2,1,1,1,259,3,11,2
5,0,5,3,3,2,2,1,1,3,191,2,0,0
0,0,5,3,3,2,2,1,1,3,258,3,118,15
4,0,5,3,3,2,2,1,1,1,260,2,0,0
6,0,5,3,3,2,2,1,1,2,142,2,0,0
4,0,5,3,3,2,2,1,1,3,261,3,6,1
1,0,5,3,3,2,2,1,2,1,262,2,0,0
6,0,5,1,3,2,2,1,1,3,263,3,138,30
6,0,5,3,3,2,2,1,1,3,212,2,0,0
6,0,5,3,3,2,2,1,1,1,143,2,0,0
4,0,5,1,3,2,2,1,1,1,264,2,0,0
0,0,5,3,3,2,2,1,1,2,265,3,35,4
5,0,5,5,3,2,2,1,1,1,266,5,3,0
0,0,5,5,3,2,2,1,1,1,211,3,18,0
6,0,5,3,3,2,2,1,1,3,258,2,0,0
4,0,5,3,3,2,2,1,1,3,267,3,8,1
4,0,5,1,3,2,2,1,1,1,268,2,3,1
5,0,5,3,3,2,2,1,1,1,269,4,5,2
6,0,5,3,3,2,2,1,1,1,145,3,33,5
1,0,5,1,3,2,2,1,1,1,270,2,0,0
1,0,5,1,3,2,2,1,1,1,271,2,0,0
5,0,5,1,3,2,2,1,1,1,272,2,0,0
4,0,5,3,3,2,2,1,1,1,273,2,0,0
6,0,5,1,3,2,2,1,1,2,274,3,85,9
0,0,5,3,3,2,2,1,1,1,263,2,0,0
0,0,5,5,3,2,2,1,1,1,191,3,30,7
1,0,5,5,3,2,2,1,1,2,275,2,0,0
0,0,5,3,3,2,2,1,1,1,258,2,0,0
1,0,5,5,3,2,2,1,1,1,276,2,0,0
1,0,5,1,3,2,2,1,2,2,277,2,0,0
4,0,5,3,3,2,2,1,2,1,278,2,0,0
1,0,5,1,3,2,2,1,1,1,279,2,0,0
1,0,5,3,3,2,2,1,2,1,280,2,0,0
0,0,5,5,2,2,2,1,1,1,234,3,40,4
6,0,5,6,2,2,2,1,1,3,281,3,1639,230
6,0,5,1,3,5,2,1,1,4,168,3,498,64
0,0,5,3,3,5,2,1,1,2,274,2,0,0
0,0,5,3,3,5,2,1,1,1,282,2,0,0
0,0,5,3,3,5,2,1,1,3,283,3,445,56
4,0,5,1,3,5,2,1,1,4,284,3,17,4
0,0,5,3,3,5,2,1,1,1,191,2,0,0
6,0,5,3,3,5,2,1,1,4,118,3,20,3
0,0,5,3,3,5,2,1,2,3,285,2,0,0
0,0,5,1,3,5,2,1,1,2,286,3,17,1
5,0,5,3,3,5,2,1,1,2,287,2,0,0
4,0,5,1,3,5,2,1,1,1,225,3,13,5
6,0,5,3,3,5,2,1,1,3,288,3,3,2
1,0,5,3,3,5,2,1,1,1,289,2,4,2
0,0,5,1,3,5,2,1,1,4,290,3,9,0
6,0,5,8,3,5,2,1,1,5,291,2,0,0
4,0,5,3,3,5,2,1,1,3,292,2,0,0
4,0,5,3,3,5,2,1,1,3,293,2,0,0
1,0,5,3,3,5,2,1,1,4,294,3,7,0
6,0,5,3,3,5,2,1,1,5,295,3,14,3
4,0,5,3,3,5,2,1,1,1,296,2,0,0
6,0,5,8,3,5,2,1,1,4,122,3,4,2
2,0,5,3,3,5,2,1,1,4,295,3,54,7
4,0,5,3,3,5,2,1,1,5,297,2,0,0
5,0,5,3,3,5,2,1,1,2,298,3,4,0
0,0,5,1,3,5,2,1,1,5,299,2,0,0
4,0,5,3,3,5,2,1,1,1,300,2,3,1
1,0,5,3,3,5,2,1,1,1,259,3,16,2
0,0,5,3,3,5,2,1,1,1,118,3,8,1
0,0,5,3,3,5,2,1,2,4,301,2,0,0
0,0,5,3,3,5,2,1,2,4,302,3,7,0
1,0,5,6,3,5,2,1,1,3,303,2,0,0
0,0,5,3,3,5,2,1,1,4,304,2,0,0
0,0,5,1,3,5,2,1,1,1,288,4,3,0
0,0,5,1,3,5,2,1,1,1,305,2,0,0
1,0,5,1,3,5,2,1,1,1,118,1,2,1
0,0,5,1,3,5,2,1,1,1,306,2,0,0
4,0,5,3,3,5,2,1,1,1,307,2,0,0
3,0,5,1,3,5,2,1,1,1,308,2,207,49
1,0,5,3,3,5,2,1,1,1,211,2,7,2
4,0,5,3,3,5,2,1,1,2,258,2,0,0
4,0,5,3,3,5,2,1,1,4,309,2,0,0
1,0,5,1,3,5,2,1,1,5,299,2,0,0
2,0,5,1,3,6,2,1,1,5,179,2,4,0
0,0,5,1,3,6,2,1,1,1,310,2,0,0
0,0,5,1,3,1,1,1,1,2,311,2,0,0
4,0,5,5,3,4,1,1,1,3,312,2,0,0
6,0,5,1,2,3,1,1,1,3,139,3,794,83
0,0,5,1,3,3,1,1,1,3,281,3,25,4
0,0,5,3,3,3,1,1,2,1,313,2,0,0
2,0,5,1,3,3,1,1,1,4,118,3,2038,313
6,0,5,1,3,3,1,1,1,3,179,2,0,0
0,0,5,5,3,3,1,1,1,1,314,2,0,0
2,0,5,3,3,2,1,1,1,3,315,3,214,37
2,0,5,3,3,2,1,1,2,4,118,3,342,54
2,0,6,3,4,5,2,1,1,5,316,2,0,0
2,0,6,3,3,5,2,1,1,4,122,2,0,0
6,0,6,3,3,5,2,1,1,4,317,2,0,0
0,0,6,8,3,5,2,1,1,4,318,2,0,0
0,0,6,1,3,5,2,1,1,4,319,3,8,1
0,0,6,3,3,5,2,1,1,4,122,2,0,0
1,0,6,1,3,5,2,1,2,5,320,2,0,0
0,0,6,3,3,7,2,1,2,4,321,4,1,1
6,0,2,1,2,1,3,2,2,3,212,3,218,27
6,0,2,1,2,1,3,2,2,4,263,3,78,16
6,0,2,1,2,1,3,2,2,3,322,3,5,2
0,0,5,1,3,1,3,2,2,4,323,2,2,1
7,2,7,1,2,3,2,3,1,1,211,3,6725,629
7,2,7,1,2,3,2,3,1,1,324,3,640,70
7,2,7,1,3,3,2,3,1,1,274,3,45,4
7,2,7,1,3,3,2,3,1,1,325,3,640,70
7,2,7,1,3,2,2,3,1,1,206,3,640,70
7,2,7,1,2,2,2,3,1,1,326,3,399,45
7,2,7,1,2,2,2,3,1,1,327,3,809,91
7,2,7,1,2,2,2,3,1,1,328,3,809,91
7,2,7,1,2,2,2,3,1,1,274,3,6725,629
7,2,7,1,2,2,2,3,1,1,329,3,399,45
7,2,7,1,3,2,2,3,1,1,330,3,45,4
7,2,7,1,3,2,2,3,1,1,331,3,42,8
7,2,7,1,3,2,2,3,1,1,332,3,42,8
7,2,7,1,1,2,2,3,1,1,286,3,45,4
7,2,7,1,2,5,2,3,1,1,206,3,640,70
7,2,7,1,3,5,2,3,1,1,316,3,640,70
7,2,7,1,3,5,2,3,1,1,332,3,42,8
7,2,7,1,3,5,2,3,1,1,333,3,42,8
7,2,7,1,4,5,2,3,1,1,334,4,3,1
0,0,8,2,1,1,3,1,1,1,33,2,0,0
0,0,8,2,1,4,2,1,2,1,335,2,0,0
0,0,8,2,2,3,2,1,1,1,308,2,0,0
4,0,8,2,2,3,2,1,1,1,99,3,77,9
0,0,8,2,1,3,2,1,1,1,87,3,6,0
2,0,8,2,1,3,2,1,1,1,336,3,465,89
5,0,8,2,1,3,2,1,1,1,337,3,102,16
0,0,8,2,1,3,2,1,1,1,99,3,7,1
5,0,8,2,1,3,2,1,1,1,14,2,0,0
0,0,8,2,1,1,1,1,1,1,114,2,0,0
0,0,8,2,1,1,1,1,1,1,116,2,4741,658
0,0,8,2,1,1,1,1,1,1,116,2,2736,350
0,0,8,2,1,1,1,1,1,1,338,2,0,0
4,1,9,2,2,3,2,1,1,1,25,3,2214,241
0,1,9,2,2,3,2,1,1,1,14,3,2886,375
5,1,9,2,2,3,2,1,1,1,28,3,34,4
5,1,9,2,2,3,2,1,1,1,35,3,137,15
5,1,9,2,2,3,2,1,1,1,27,3,7,0
0,1,9,2,1,3,2,1,1,1,339,3,170,26
5,1,9,2,2,3,2,1,1,1,340,2,0,0
0,1,9,2,1,3,2,1,1,1,25,3,39,3
0,1,9,2,1,3,2,1,1,1,341,3,2886,375
2,1,9,2,2,2,2,1,1,1,35,3,11,2
4,1,9,2,2,2,2,1,1,1,342,3,163,33
4,1,9,2,2,2,2,1,1,1,39,3,153,21
2,1,9,2,1,2,2,1,1,1,82,2,0,0
4,1,9,2,1,2,2,1,1,1,103,3,267,42
5,1,9,2,1,2,2,1,1,1,340,2,0,0
5,1,9,2,2,2,2,1,1,1,343,2,3,0
5,1,9,2,2,1,1,1,1,1,14,3,59,12
4,1,9,2,2,1,1,1,1,1,28,3,7291,895
5,1,9,2,2,1,1,1,1,1,344,3,38,5
5,1,9,2,1,1,1,1,1,1,345,2,0,0
5,1,9,2,1,1,1,1,1,1,27,3,409,39
5,1,9,2,1,1,1,1,1,1,55,2,0,0
4,1,9,2,1,1,1,1,1,1,346,3,353,58
1,1,9,2,1,1,1,1,1,1,82,2,38,6
5,1,9,2,2,1,1,1,1,1,27,2,18,4
4,1,9,2,2,3,1,1,1,1,347,3,3524,432
5,1,4,2,2,3,2,1,1,1,32,3,939,107
5,1,4,2,2,3,2,1,1,1,103,3,14,1
5,1,4,2,2,3,2,1,1,1,32,3,649,84
5,1,4,2,2,3,2,1,1,1,103,3,8,2
6,1,4,2,1,3,2,1,1,1,38,2,0,0
5,1,4,2,1,3,2,1,1,1,348,3,276,24
4,1,4,2,2,2,2,1,1,3,136,3,4740,532
1,1,4,2,2,2,2,1,1,3,231,3,162,15
1,1,4,2,2,2,2,1,1,1,57,3,219,27
4,1,4,2,2,2,2,1,1,1,349,3,193,28
6,1,4,2,2,2,2,1,1,1,70,3,562,89
4,1,4,2,2,2,2,1,1,1,57,3,45,5
2,1,4,2,2,2,2,1,1,1,29,3,7,0
1,1,4,2,2,2,2,1,1,1,134,3,39,5
2,1,4,2,2,2,2,1,1,1,55,2,0,0
1,1,4,2,2,2,2,1,1,3,131,3,92,10
6,1,4,2,2,2,2,1,1,3,145,3,469,80
5,1,4,2,2,2,2,1,1,1,350,1,2,1
4,1,4,2,2,2,2,1,1,3,10,3,1978,188
1,1,4,2,2,2,2,1,1,3,4,3,9,0
4,1,4,2,2,2,2,1,1,3,164,3,1049,134
5,1,4,2,2,2,2,1,1,1,131,3,74,18
4,1,4,2,3,2,2,1,1,1,351,3,196,19
4,1,4,2,2,2,2,1,2,1,57,3,17,1
0,1,4,2,2,2,2,1,1,1,352,3,172,36
0,1,4,2,2,2,2,1,1,1,164,3,324,34
4,1,4,2,2,2,2,1,1,1,75,3,86,15
0,1,4,2,3,2,2,1,1,1,231,3,4,1
4,1,4,2,2,2,2,1,1,3,12,3,16,4
4,1,4,2,3,2,2,1,1,1,140,3,104,18
4,1,4,2,3,2,2,1,1,1,353,2,0,0
4,1,4,2,3,2,2,1,1,2,139,3,90,13
0,1,4,2,2,2,2,1,2,1,354,3,6,1
5,1,4,2,2,2,2,1,1,1,38,3,47,7
5,1,4,2,2,2,2,1,1,1,131,2,0,0
4,1,4,2,2,2,2,1,1,1,355,3,206,27
5,1,4,2,1,2,2,1,1,1,155,3,183,42
5,1,4,2,1,2,2,1,1,4,356,3,358,64
1,1,4,2,1,2,2,1,1,1,357,2,0,0
0,1,4,2,1,2,2,1,1,1,164,3,88,13
4,1,4,2,1,2,2,1,2,3,358,2,0,0
1,1,4,2,1,2,2,1,1,1,172,2,0,0
4,1,4,2,1,2,2,1,1,1,359,3,364,52
0,1,4,2,1,2,2,1,1,1,360,2,0,0
4,1,4,2,1,2,2,1,1,1,361,2,0,0
2,1,4,2,1,2,2,1,1,1,41,3,313,39
4,1,4,2,1,2,2,1,1,1,362,3,826,118
1,1,4,2,1,2,2,1,1,3,363,2,0,0
5,1,4,2,1,2,2,1,1,3,364,2,0,0
6,1,4,2,1,2,2,1,1,1,62,3,1410,203
2,1,4,2,1,2,2,1,1,1,38,3,47,6
4,1,4,2,1,2,2,1,2,1,365,2,0,0
2,1,4,2,1,2,2,1,1,1,38,3,6,1
4,1,4,2,1,2,2,1,1,1,366,3,741,67
0,1,4,2,1,2,2,1,1,1,38,3,14,2
2,1,4,2,1,2,2,1,1,1,367,2,0,0
0,1,4,2,1,2,2,1,1,1,368,2,0,0
1,1,4,2,1,2,2,1,2,1,369,2,3,0
4,1,4,2,1,2,2,1,1,1,370,3,349,69
5,1,4,2,1,2,2,1,1,1,371,2,0,0
4,1,4,2,2,2,2,1,1,1,372,3,519,48
0,1,4,2,3,2,2,1,1,1,220,1,3,0
4,1,4,2,3,2,2,1,1,1,156,3,19,1
4,1,4,2,2,2,2,1,1,3,145,2,8,1
5,1,4,2,1,5,2,1,2,1,373,3,3,1
1,1,4,2,1,5,2,1,1,1,374,2,0,0
4,1,4,2,1,1,1,1,1,3,10,3,1480,151
5,1,4,2,2,3,1,1,1,1,127,3,31,3
0,1,4,2,2,3,1,1,1,1,62,3,18,3
1,1,4,2,2,3,1,1,1,3,375,3,271,24
0,1,4,2,2,3,1,1,1,1,62,3,49,6
0,1,4,2,2,3,1,1,2,1,62,3,474,65
1,1,4,2,2,3,1,1,1,1,139,3,861,116
4,1,4,2,1,3,1,1,1,3,376,3,34,6
5,1,4,2,1,3,1,1,2,1,60,2,0,0
0,1,4,2,1,3,1,1,1,1,308,3,165,34
4,1,4,2,1,3,1,1,1,1,134,3,698,74
0,1,4,2,1,3,1,1,1,1,377,2,0,0
0,1,10,2,3,2,2,1,2,3,142,3,22,3
0,1,10,2,3,2,2,1,1,3,157,2,0,0
0,1,10,2,2,2,2,1,1,3,141,3,144,16
0,1,10,2,2,2,2,1,1,3,141,3,1810,235
1,1,10,2,3,2,2,1,1,3,191,3,26,1
0,1,10,2,3,2,2,1,1,1,157,2,0,0
5,1,10,2,3,2,2,1,1,3,311,2,0,0
0,1,10,2,3,2,2,1,1,3,150,3,1067,145
0,1,10,2,1,2,2,1,1,3,378,2,0,0
0,1,10,2,1,2,2,1,1,1,315,3,25,4
1,0,10,2,1,2,2,1,2,3,379,2,0,0
0,1,10,2,1,2,2,1,1,1,231,2,0,0
6,1,10,2,1,2,2,1,1,1,145,2,0,0
1,1,10,2,1,2,2,1,1,1,155,3,530,69
1,1,10,2,1,2,2,1,1,3,380,2,0,0
4,1,10,2,1,2,2,1,1,3,381,3,273,40
0,1,10,2,1,2,2,1,1,1,139,3,77,7
1,1,10,2,1,2,2,1,1,1,139,3,105,10
4,1,10,2,1,2,2,1,1,1,75,3,44,5
0,1,10,2,1,2,2,1,2,3,382,2,0,0
1,1,10,2,1,2,2,1,1,1,265,3,6,0
2,1,10,2,1,2,2,1,1,1,10,2,0,0
0,1,10,2,1,2,2,1,2,3,383,2,0,0
4,1,10,2,1,2,2,1,2,1,384,2,0,0
5,1,10,2,1,2,2,1,1,4,143,3,191,27
1,1,10,2,1,2,2,1,1,1,385,2,0,0
1,1,10,2,1,2,2,1,1,3,386,2,4,1
1,1,10,2,1,2,2,1,1,3,378,2,0,0
0,1,10,2,1,2,2,1,2,3,157,2,0,0
5,1,10,2,1,2,2,1,1,1,387,2,0,0
4,1,10,2,1,2,2,1,1,1,375,3,134,22
1,1,10,2,3,2,2,1,1,1,388,2,0,0
4,1,10,2,3,2,2,1,1,2,157,2,23,6
4,1,10,2,3,2,2,1,1,3,168,1,4,2
6,1,10,2,3,5,2,1,1,5,191,3,108,24
0,1,10,2,2,5,2,1,1,3,12,3,198,24
4,1,10,2,3,5,2,1,1,1,315,2,0,0
4,1,10,2,3,5,2,1,1,1,389,2,0,0
0,1,10,2,3,5,2,1,1,1,324,2,0,0
0,1,10,2,1,5,2,1,2,3,178,2,0,0
2,1,10,2,1,5,2,1,1,3,191,2,0,0
0,1,10,2,1,5,2,1,2,3,390,3,57,3
4,1,10,2,1,5,2,1,1,5,179,3,17,2
0,1,10,2,1,5,2,1,1,1,142,2,0,0
1,1,10,2,1,5,2,1,1,4,391,2,0,0
0,1,10,2,1,5,2,1,1,1,191,2,0,0
0,1,10,2,1,5,2,1,1,3,324,2,0,0
1,1,10,2,1,5,2,1,1,1,392,2,0,0
0,1,10,2,1,5,2,1,1,1,393,4,1,1
0,1,10,2,1,5,2,1,1,3,191,3,77,15
0,1,10,2,1,5,2,1,1,1,394,2,0,0
0,1,10,2,3,5,2,1,1,1,395,2,2,1
4,1,10,2,3,3,1,1,1,3,223,3,1084,123
2,1,10,2,3,3,1,1,1,4,143,3,272,36
2,1,10,2,3,3,1,1,1,3,234,3,141,24
1,1,10,2,1,2,1,1,2,1,396,2,0,0
0,1,11,2,3,5,2,1,1,4,397,2,0,0
0,1,11,2,3,5,2,1,2,1,288,3,194,42
0,1,11,2,3,5,2,1,1,5,398,3,9,2
0,1,11,2,3,5,2,1,1,3,178,3,28,4
0,1,11,2,3,5,2,1,1,4,295,3,204,35
0,1,11,2,3,5,2,1,1,3,178,3,32,6
6,1,11,2,1,5,2,1,1,1,399,2,0,0
0,1,11,2,1,5,2,1,1,1,274,3,14,2
0,1,11,2,1,5,2,1,1,3,178,3,14,1
0,1,11,2,1,5,2,1,1,3,286,4,3,0
0,1,11,2,1,5,2,1,1,1,282,2,0,0
4,1,11,2,1,5,2,1,1,5,400,2,0,0
0,1,11,2,1,5,2,1,1,1,295,2,0,0
0,1,11,2,1,5,2,1,1,3,401,3,4,1
0,1,11,2,1,5,2,1,1,1,292,2,0,0
0,1,11,2,1,5,2,1,1,3,286,3,44,12
0,1,11,2,1,5,2,1,1,4,400,3,61,13
0,1,11,2,1,5,2,1,1,3,268,2,0,0
0,1,11,2,1,5,2,1,1,1,402,2,0,0
0,1,11,2,1,5,2,1,1,3,293,2,0,0
0,1,11,2,1,5,2,1,2,4,403,2,0,0
0,1,11,2,1,5,2,1,1,3,299,2,0,0
0,1,11,2,1,5,2,1,1,1,397,2,0,0
0,1,11,2,1,5,2,1,1,1,404,2,0,0
0,1,11,2,1,5,2,1,1,3,206,2,0,0
0,1,11,2,1,5,2,1,1,3,401,2,0,0
1,1,4,1,2,2,2,2,1,1,405,3,18,4
